item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,mined_mix_prob,binary_role
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#化身孤岛的鲸#Mixed_Voice_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\化身孤岛的鲸\Mixed_Voice_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/化身孤岛的鲸/Mixed_Voice_Group/0009.wav,Chinese,ZH-Alto-1,化身孤岛的鲸,Mixed_Voice_Group,1,1,0,0,1,0,1,head_mix,110010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#化身孤岛的鲸#Mixed_Voice_Group#0016,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\化身孤岛的鲸\Mixed_Voice_Group\0016.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/化身孤岛的鲸/Mixed_Voice_Group/0016.wav,Chinese,ZH-Alto-1,化身孤岛的鲸,Mixed_Voice_Group,1,1,0,0,1,0,1,head_mix,110010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Mixed_Voice_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Mixed_Voice_Group\0007.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Mixed_Voice_Group/0007.wav,Chinese,ZH-Alto-1,可乐,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Mixed_Voice_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Mixed_Voice_Group\0010.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Mixed_Voice_Group/0010.wav,Chinese,ZH-Alto-1,可乐,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可惜没如果#Mixed_Voice_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可惜没如果\Mixed_Voice_Group\0014.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可惜没如果/Mixed_Voice_Group/0014.wav,Chinese,ZH-Alto-1,可惜没如果,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可惜没如果#Mixed_Voice_Group#0023,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可惜没如果\Mixed_Voice_Group\0023.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可惜没如果/Mixed_Voice_Group/0023.wav,Chinese,ZH-Alto-1,可惜没如果,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#告白气球#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\告白气球\Mixed_Voice_Group\0003.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/告白气球/Mixed_Voice_Group/0003.wav,Chinese,ZH-Alto-1,告白气球,Mixed_Voice_Group,1,0,0,0,0,0,1,clear_mix,100000,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#平凡的一天#Mixed_Voice_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\平凡的一天\Mixed_Voice_Group\0004.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/平凡的一天/Mixed_Voice_Group/0004.wav,Chinese,ZH-Alto-1,平凡的一天,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#平凡的一天#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\平凡的一天\Mixed_Voice_Group\0005.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/平凡的一天/Mixed_Voice_Group/0005.wav,Chinese,ZH-Alto-1,平凡的一天,Mixed_Voice_Group,1,0,0,1,1,0,1,clear_mix,100110,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#忽然之间#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\忽然之间\Mixed_Voice_Group\0005.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/忽然之间/Mixed_Voice_Group/0005.wav,Chinese,ZH-Alto-1,忽然之间,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我们的明天#Mixed_Voice_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我们的明天\Mixed_Voice_Group\0006.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我们的明天/Mixed_Voice_Group/0006.wav,Chinese,ZH-Alto-1,我们的明天,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我喜欢上你时的内心活动#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我喜欢上你时的内心活动\Mixed_Voice_Group\0005.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我喜欢上你时的内心活动/Mixed_Voice_Group/0005.wav,Chinese,ZH-Alto-1,我喜欢上你时的内心活动,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我喜欢上你时的内心活动#Mixed_Voice_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我喜欢上你时的内心活动\Mixed_Voice_Group\0006.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我喜欢上你时的内心活动/Mixed_Voice_Group/0006.wav,Chinese,ZH-Alto-1,我喜欢上你时的内心活动,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我的歌声里#Mixed_Voice_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我的歌声里\Mixed_Voice_Group\0008.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我的歌声里/Mixed_Voice_Group/0008.wav,Chinese,ZH-Alto-1,我的歌声里,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我的歌声里#Mixed_Voice_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我的歌声里\Mixed_Voice_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我的歌声里/Mixed_Voice_Group/0009.wav,Chinese,ZH-Alto-1,我的歌声里,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我的歌声里#Mixed_Voice_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我的歌声里\Mixed_Voice_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我的歌声里/Mixed_Voice_Group/0011.wav,Chinese,ZH-Alto-1,我的歌声里,Mixed_Voice_Group,1,1,0,0,1,0,1,head_mix,110010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#我的歌声里#Mixed_Voice_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我的歌声里\Mixed_Voice_Group\0015.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/我的歌声里/Mixed_Voice_Group/0015.wav,Chinese,ZH-Alto-1,我的歌声里,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#时间煮雨#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\时间煮雨\Mixed_Voice_Group\0005.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/时间煮雨/Mixed_Voice_Group/0005.wav,Chinese,ZH-Alto-1,时间煮雨,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#最长的电影#Mixed_Voice_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/最长的电影/Mixed_Voice_Group/0011.wav,Chinese,ZH-Alto-1,最长的电影,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#演员#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0003.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/演员/Mixed_Voice_Group/0003.wav,Chinese,ZH-Alto-1,演员,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#演员#Mixed_Voice_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0006.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/演员/Mixed_Voice_Group/0006.wav,Chinese,ZH-Alto-1,演员,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#演员#Mixed_Voice_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0013.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/演员/Mixed_Voice_Group/0013.wav,Chinese,ZH-Alto-1,演员,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#演员#Mixed_Voice_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0014.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/演员/Mixed_Voice_Group/0014.wav,Chinese,ZH-Alto-1,演员,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#演员#Mixed_Voice_Group#0019,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0019.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/演员/Mixed_Voice_Group/0019.wav,Chinese,ZH-Alto-1,演员,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#演员#Mixed_Voice_Group#0022,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0022.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/演员/Mixed_Voice_Group/0022.wav,Chinese,ZH-Alto-1,演员,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#烟花易冷#Mixed_Voice_Group#0019,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\烟花易冷\Mixed_Voice_Group\0019.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/烟花易冷/Mixed_Voice_Group/0019.wav,Chinese,ZH-Alto-1,烟花易冷,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#爱情转移#Mixed_Voice_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\爱情转移\Mixed_Voice_Group\0000.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/爱情转移/Mixed_Voice_Group/0000.wav,Chinese,ZH-Alto-1,爱情转移,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#爱情转移#Mixed_Voice_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\爱情转移\Mixed_Voice_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/爱情转移/Mixed_Voice_Group/0009.wav,Chinese,ZH-Alto-1,爱情转移,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#画#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\画\Mixed_Voice_Group\0003.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/画/Mixed_Voice_Group/0003.wav,Chinese,ZH-Alto-1,画,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#画心#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\画心\Mixed_Voice_Group\0003.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/画心/Mixed_Voice_Group/0003.wav,Chinese,ZH-Alto-1,画心,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#知足#Mixed_Voice_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\知足\Mixed_Voice_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/知足/Mixed_Voice_Group/0011.wav,Chinese,ZH-Alto-1,知足,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#红玫瑰#Mixed_Voice_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\红玫瑰\Mixed_Voice_Group\0001.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/红玫瑰/Mixed_Voice_Group/0001.wav,Chinese,ZH-Alto-1,红玫瑰,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#红玫瑰#Mixed_Voice_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\红玫瑰\Mixed_Voice_Group\0008.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/红玫瑰/Mixed_Voice_Group/0008.wav,Chinese,ZH-Alto-1,红玫瑰,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#红玫瑰#Mixed_Voice_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\红玫瑰\Mixed_Voice_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/红玫瑰/Mixed_Voice_Group/0009.wav,Chinese,ZH-Alto-1,红玫瑰,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#终于等到你#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\终于等到你\Mixed_Voice_Group\0003.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/终于等到你/Mixed_Voice_Group/0003.wav,Chinese,ZH-Alto-1,终于等到你,Mixed_Voice_Group,1,1,0,0,1,0,1,head_mix,110010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#给电影人的情书#Mixed_Voice_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\给电影人的情书\Mixed_Voice_Group\0000.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/给电影人的情书/Mixed_Voice_Group/0000.wav,Chinese,ZH-Alto-1,给电影人的情书,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#给电影人的情书#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\给电影人的情书\Mixed_Voice_Group\0002.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/给电影人的情书/Mixed_Voice_Group/0002.wav,Chinese,ZH-Alto-1,给电影人的情书,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#给电影人的情书#Mixed_Voice_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\给电影人的情书\Mixed_Voice_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/给电影人的情书/Mixed_Voice_Group/0009.wav,Chinese,ZH-Alto-1,给电影人的情书,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#菊花台#Mixed_Voice_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\菊花台\Mixed_Voice_Group\0010.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/菊花台/Mixed_Voice_Group/0010.wav,Chinese,ZH-Alto-1,菊花台,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#菊花台#Mixed_Voice_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\菊花台\Mixed_Voice_Group\0013.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/菊花台/Mixed_Voice_Group/0013.wav,Chinese,ZH-Alto-1,菊花台,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#贝加尔湖畔#Mixed_Voice_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\贝加尔湖畔\Mixed_Voice_Group\0007.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/贝加尔湖畔/Mixed_Voice_Group/0007.wav,Chinese,ZH-Alto-1,贝加尔湖畔,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#走马#Mixed_Voice_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\走马\Mixed_Voice_Group\0000.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/走马/Mixed_Voice_Group/0000.wav,Chinese,ZH-Alto-1,走马,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#青花瓷#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\青花瓷\Mixed_Voice_Group\0002.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/青花瓷/Mixed_Voice_Group/0002.wav,Chinese,ZH-Alto-1,青花瓷,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#青花瓷#Mixed_Voice_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\青花瓷\Mixed_Voice_Group\0010.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/青花瓷/Mixed_Voice_Group/0010.wav,Chinese,ZH-Alto-1,青花瓷,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#青花瓷#Mixed_Voice_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\青花瓷\Mixed_Voice_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/青花瓷/Mixed_Voice_Group/0011.wav,Chinese,ZH-Alto-1,青花瓷,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#鸽子#Mixed_Voice_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\鸽子\Mixed_Voice_Group\0001.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/鸽子/Mixed_Voice_Group/0001.wav,Chinese,ZH-Alto-1,鸽子,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Tenor-1#Mixed_Voice_and_Falsetto#一次就好#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0002.wav,Chinese/ZH-Tenor-1/Mixed_Voice_and_Falsetto/一次就好/Mixed_Voice_Group/0002.wav,Chinese,ZH-Tenor-1,一次就好,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Tenor-1#Mixed_Voice_and_Falsetto#一次就好#Mixed_Voice_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0011.wav,Chinese/ZH-Tenor-1/Mixed_Voice_and_Falsetto/一次就好/Mixed_Voice_Group/0011.wav,Chinese,ZH-Tenor-1,一次就好,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Tenor-1#Mixed_Voice_and_Falsetto#不能说的秘密#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\不能说的秘密\Mixed_Voice_Group\0002.wav,Chinese/ZH-Tenor-1/Mixed_Voice_and_Falsetto/不能说的秘密/Mixed_Voice_Group/0002.wav,Chinese,ZH-Tenor-1,不能说的秘密,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Tenor-1#Mixed_Voice_and_Falsetto#不能说的秘密#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\不能说的秘密\Mixed_Voice_Group\0003.wav,Chinese/ZH-Tenor-1/Mixed_Voice_and_Falsetto/不能说的秘密/Mixed_Voice_Group/0003.wav,Chinese,ZH-Tenor-1,不能说的秘密,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Tenor-1#Mixed_Voice_and_Falsetto#你就不要想起我#Mixed_Voice_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\你就不要想起我\Mixed_Voice_Group\0000.wav,Chinese/ZH-Tenor-1/Mixed_Voice_and_Falsetto/你就不要想起我/Mixed_Voice_Group/0000.wav,Chinese,ZH-Tenor-1,你就不要想起我,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
Chinese#ZH-Tenor-1#Mixed_Voice_and_Falsetto#你就不要想起我#Mixed_Voice_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\你就不要想起我\Mixed_Voice_Group\0001.wav,Chinese/ZH-Tenor-1/Mixed_Voice_and_Falsetto/你就不要想起我/Mixed_Voice_Group/0001.wav,Chinese,ZH-Tenor-1,你就不要想起我,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,,positive_mix
